"first.sensor","second.sensor","psi"
"10","10",0.948763916054325
"11","11",0.996729172892253
"12","12",1.11815921467119
"13","13",2.19557386911985
"14","14",0.990553731573048
"15","15",1.5824627900846
"16","16",1.12413878946553
"17","17",5.17515178465192
"19","19",1.14304621106872
"20","20",1.00431591902041
"21","21",0.904895390484239
"6","6",1.57972822039967
"7","7",1.07142673522424
"8","8",1.6638576120586
"9","9",0.919579696253992
